К-сть обслужених клієнтів,К-сть не обслужених клієнтів,Час виконання замовлення (хв),Ціна 1го замовлення (в середньому),Чистий прибуток служби таксі (UAH)
243,236,109.57154807829124,30.069778777628482,6981.008286446419
